ISO_time,Intensity
1981-01-01 16:00:00,45.53273009469632
1981-01-01 22:00:00,33.439057850224316
1981-01-02 02:00:00,32.40263401744136
1981-01-02 06:00:00,22.07032415078197
1981-01-04 16:00:00,32.947102658223365
1981-01-05 23:00:00,40.19734747088647
1981-01-09 12:00:00,28.626375453809462
1981-01-10 22:00:00,26.95847886295325
1981-01-11 14:00:00,44.81243361928945
1981-01-12 22:00:00,37.3326402257988
1981-01-13 19:00:00,22.815321799502954
1981-01-16 11:00:00,38.17862531067134
1981-01-17 07:00:00,37.589696593627274
1981-01-17 12:00:00,35.34994561822934
1981-01-22 07:00:00,35.59470571404354
1981-01-25 19:00:00,44.76064979846093
1981-02-02 04:00:00,48.09324391941739
1981-02-02 08:00:00,42.38648177878642
1981-02-03 05:00:00,28.637377872173207
1981-02-05 07:00:00,34.872582206290275
1981-02-05 19:00:00,52.04065636088772
1981-02-08 08:00:00,39.29262120911128
1981-02-08 16:00:00,49.70301846772653
1981-02-10 08:00:00,28.965412651520474
1981-02-13 04:00:00,26.79707150157911
1981-02-13 13:00:00,60.0
1981-02-13 21:00:00,36.87571053453986
1981-02-16 01:00:00,56.806451551029376
1981-02-17 03:00:00,47.18175559169351
1981-02-18 22:00:00,33.599027267078
1981-02-19 13:00:00,43.901055510511085
1981-02-23 02:00:00,49.582598276123
1981-02-25 08:00:00,24.225668442717726
1981-02-25 20:00:00,46.25092830020983
1981-03-01 14:00:00,50.01440499525131
1981-03-02 03:00:00,48.452916247811
1981-03-02 20:00:00,52.5012194765449
1981-03-02 22:00:00,54.35282342305069
1981-03-04 11:00:00,49.03287318024933
1981-03-07 22:00:00,56.71771732487045
1981-03-10 11:00:00,50.496177816598156
1981-03-12 04:00:00,46.93364393203888
1981-03-15 11:00:00,55.95522386338096
1981-03-17 21:00:00,55.8180245895712
1981-03-18 07:00:00,42.07619612490702
1981-03-18 23:00:00,51.0094578016954
1981-03-19 02:00:00,46.86924805637081
1981-03-21 18:00:00,55.893257998987714
1981-03-25 03:00:00,50.37440610996271
1981-03-25 07:00:00,45.858232409389
1981-03-26 15:00:00,41.92248526911045
1981-03-27 05:00:00,43.295566783981904
1981-03-31 05:00:00,49.01765784324653
1981-03-31 12:00:00,41.95053843440374
1981-04-03 23:00:00,40.538791955701114
1981-04-04 06:00:00,60.0
1981-04-07 17:00:00,47.03613607043516
1981-04-10 12:00:00,46.12055297292198
1981-04-12 08:00:00,60.0
1981-04-13 01:00:00,40.82076314294018
1981-04-14 13:00:00,53.40853835821267
1981-04-15 05:00:00,34.43597356651876
1981-04-20 17:00:00,60.0
1981-04-29 15:00:00,54.70548544379948
1981-04-29 20:00:00,60.0
1981-04-30 06:00:00,43.52596809461005
1981-04-30 17:00:00,46.5736003614796
1981-05-01 08:00:00,46.564953517805826
1981-05-04 22:00:00,44.15873777787342
1981-05-05 21:00:00,49.255371483497754
1981-05-06 01:00:00,48.21867235673948
1981-05-06 22:00:00,30.48584634829453
1981-05-08 09:00:00,46.34594213140592
1981-05-08 17:00:00,40.0400508625649
1981-05-10 16:00:00,54.56535463896105
1981-05-19 12:00:00,51.32236374158131
1981-05-23 04:00:00,39.64479307954594
1981-05-23 17:00:00,37.73269807222312
1981-05-25 06:00:00,44.90556335010142
1981-05-28 22:00:00,24.560142932786725
1981-05-31 17:00:00,22.41680967196976
1981-06-01 10:00:00,51.59348888210323
1981-06-01 20:00:00,47.286767954179
1981-06-01 22:00:00,55.586141593364125
1981-06-04 14:00:00,39.72857795470449
1981-06-04 18:00:00,52.09647944280918
1981-06-06 01:00:00,34.38194382228808
1981-06-06 05:00:00,40.36568321797283
1981-06-09 16:00:00,38.978787469249205
1981-06-11 06:00:00,37.767503031150504
